r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
38.621056,100,27.104262,0.69,3.0,38.62,0.15,85.0,10.05,24.86,7.74,17.06,0.07,53.86,18.79,4.01,0.31,50.0,24.0,11.0,0.14
22.740314,100,28.548272,0.53,1.0,22.74,0.19,81.0,8.81,21.91,7.01,14.84,0.06,54.97,25.56,3.38,0.47,57.0,24.0,0.0,0.15
15.3400755,100,30.250772,0.46,13.0,15.34,0.2,80.0,7.22,28.09,5.94,22.05,0.11,47.96,26.15,4.41,0.54,15.0,0.0,65.0,0.15
47.200165,100,31.771781,-1.0,24.0,47.2,0.13,87.0,4.62,22.8,3.68,19.06,0.06,54.81,26.82,2.23,0.14,31.0,37.0,19.0,0.15
50.521126,100,33.241486,0.84,1.0,50.52,0.19,81.0,4.89,26.21,4.76,21.36,0.09,47.29,26.72,3.57,0.16,22.0,20.0,39.0,0.15
19.28182,100,35.351828,0.48,5.0,19.28,0.18,82.0,13.1,30.55,8.45,22.0,0.11,56.88,23.53,2.88,0.52,18.0,0.0,64.0,0.15
43.69166,100,37.243194,0.63,13.0,43.69,0.11,89.0,7.01,19.47,5.39,14.02,0.06,77.78,29.6,3.98,0.37,50.0,39.0,0.0,0.14
41.549736,100,38.951901,0.71,21.0,41.55,0.17,83.0,4.07,19.06,3.64,15.35,0.07,60.8,29.44,3.16,0.29,25.0,47.0,11.0,0.14
51.292957,100,40.794135,0.74,1.0,51.29,0.15,85.0,9.14,25.34,6.92,18.35,0.07,77.42,33.28,1.92,0.26,49.0,16.0,20.0,0.15
49.31476,100,42.769952,0.81,1.0,49.31,0.16,84.0,8.43,25.42,6.96,18.36,0.1,55.81,25.32,10.75,0.19,12.0,36.0,36.0,0.15
66.63603,100,44.497045,0.92,7.0,66.64,0.11,89.0,6.79,23.18,6.24,16.88,0.07,93.06,28.84,2.95,0.08,37.0,26.0,26.0,0.17
30.90873,100,46.21075,0.65,3.0,30.91,0.21,79.0,3.87,21.82,4.34,17.42,0.07,72.18,32.4,1.37,0.35,10.0,51.0,18.0,0.15
49.540947,100,48.111856,0.81,9.0,49.54,0.18,82.0,5.98,23.07,4.82,18.17,0.08,46.0,8.26,2.34,0.19,25.0,40.0,17.0,0.15
57.50202,100,49.578488,0.79,15.0,57.5,0.1,90.0,8.07,23.09,6.58,16.44,0.06,91.91,39.33,3.35,0.21,44.0,31.0,15.0,0.15
36.934547,100,51.295136,-1.0,24.0,36.93,0.13,87.0,3.97,27.48,4.24,23.15,0.09,48.06,27.11,3.03,0.34,42.0,0.0,45.0,0.15
41.492916,100,52.96707,0.72,3.0,41.49,0.17,83.0,5.37,23.66,4.29,19.3,0.07,66.32,34.56,2.13,0.28,46.0,11.0,26.0,0.16
45.66698,100,54.424699,0.85,13.0,45.67,0.2,80.0,8.0,24.18,6.41,17.7,0.07,51.17,35.24,2.51,0.15,17.0,35.0,28.0,0.13
28.091768,100,56.090221,0.72,13.0,28.09,0.2,80.0,6.6,27.5,5.11,22.32,0.07,68.26,23.93,3.05,0.28,49.0,15.0,16.0,0.14
25.994692,100,57.541891,0.62,9.0,25.99,0.2,80.0,8.01,23.23,5.71,17.45,0.07,42.03,16.74,12.06,0.38,46.0,34.0,0.0,0.14
16.72582,100,59.002649,0.63,5.0,16.73,0.27,73.0,3.18,23.55,3.9,19.56,0.09,106.19,39.7,1.41,0.37,32.0,0.0,41.0,0.14
40.636253,100,60.713604,0.69,17.0,40.64,0.15,85.0,2.01,26.08,2.4,23.6,0.08,77.61,30.68,0.95,0.31,20.0,13.0,52.0,0.14
43.083015,100,62.409931,-1.0,24.0,43.08,0.13,87.0,3.52,23.72,3.58,20.05,0.09,59.06,22.5,2.36,0.28,30.0,10.0,47.0,0.15
27.080505,100,64.273461,0.5,19.0,27.08,0.16,84.0,9.14,25.61,7.32,18.24,0.05,66.9,37.84,5.15,0.5,63.0,21.0,0.0,0.13
