r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
41.355515,100,161.590374,0.9,5.0,41.36,0.25,75.0,11.25,28.55,7.83,20.64,0.08,86.35,22.28,1.89,0.13,19.0,22.0,34.0,0.12
72.086555,100,163.475053,0.92,7.0,72.09,0.1,90.0,8.13,22.01,6.36,15.58,0.08,38.83,16.22,3.93,0.24,27.0,48.0,15.0,0.11
68.093025,100,165.081777,0.92,21.0,68.09,0.12,88.0,5.98,22.47,5.99,16.39,0.09,41.28,12.68,3.71,0.45,29.0,59.0,0.0,0.13
52.3797,100,166.746209,0.77,17.0,52.38,0.2,80.0,3.36,23.77,3.67,20.0,0.09,80.25,35.65,1.82,0.3,32.0,6.0,42.0,0.12
52.54045,100,168.410171,0.79,13.0,52.54,0.2,80.0,6.67,23.29,5.04,18.18,0.07,27.33,23.14,3.49,0.36,54.0,11.0,15.0,0.13
53.082962,100,169.821371,0.84,15.0,53.08,0.2,80.0,3.14,21.66,3.89,17.73,0.05,89.68,29.84,3.05,0.34,41.0,39.0,0.0,0.12
46.473564,100,172.099685,-1.0,24.0,46.47,0.23,77.0,3.56,24.36,3.8,20.44,0.12,52.16,29.24,2.7,0.67,0.0,0.0,77.0,0.11
72.23927,100,173.862075,0.79,1.0,72.24,0.1,90.0,7.51,21.61,5.74,15.8,0.07,84.81,34.67,2.59,0.45,61.0,29.0,0.0,0.31
76.49741,100,175.654101,0.88,15.0,76.5,0.07,93.0,6.13,25.42,4.97,20.34,0.1,46.43,25.86,6.34,0.34,62.0,14.0,17.0,0.23
61.288376,100,177.215716,-1.0,24.0,61.29,0.15,85.0,7.45,25.5,6.12,19.29,0.08,27.74,12.13,5.74,0.36,57.0,17.0,11.0,0.23
54.436237,100,179.010534,0.81,13.0,54.44,0.18,82.0,7.71,28.87,6.22,22.59,0.07,62.95,15.44,3.72,0.27,49.0,16.0,17.0,0.22
73.90541,100,180.825073,-1.0,24.0,73.91,0.09,91.0,2.08,22.26,2.51,19.67,0.08,75.73,32.12,2.5,0.1,32.0,23.0,36.0,0.24
64.12937,100,182.633349,0.88,9.0,64.13,0.14,86.0,3.91,22.87,4.34,18.47,0.06,80.87,26.38,3.71,0.16,36.0,34.0,16.0,0.23
63.30133,100,184.426241,0.83,21.0,63.3,0.14,86.0,8.88,25.17,6.19,18.93,0.05,81.58,27.83,2.82,0.5,21.0,65.0,0.0,0.24
69.09728,100,186.2368,0.72,1.0,69.1,0.1,90.0,11.67,29.95,8.17,21.71,0.08,61.85,21.46,3.23,0.23,50.0,19.0,21.0,0.22
58.118374,100,188.316049,-1.0,24.0,58.12,0.17,83.0,8.23,23.7,5.66,17.95,0.08,71.54,21.35,2.81,0.14,17.0,31.0,35.0,0.22
60.29875,100,190.360705,0.86,7.0,60.3,0.16,84.0,8.83,22.91,6.52,16.31,0.08,60.55,21.98,4.89,0.15,25.0,39.0,20.0,0.26
63.928123,100,192.60811,0.84,19.0,63.93,0.14,86.0,6.84,23.43,6.05,17.33,0.06,69.14,31.65,4.22,0.5,22.0,64.0,0.0,0.24
69.663246,100,194.162024,0.88,1.0,69.66,0.12,88.0,3.01,18.21,3.68,14.48,0.05,101.42,41.26,1.96,0.33,44.0,44.0,0.0,0.24
56.7208,100,195.901504,0.81,21.0,56.72,0.17,83.0,7.39,27.72,5.39,22.27,0.07,58.99,13.13,2.69,0.18,43.0,20.0,20.0,0.23
61.942795,100,197.891835,-1.0,24.0,61.94,0.15,85.0,5.93,23.65,4.88,18.71,0.07,71.49,32.61,2.34,0.13,26.0,38.0,21.0,0.22
61.51229,100,200.362225,0.82,9.0,61.51,0.16,84.0,2.88,19.46,3.55,15.83,0.07,17.24,11.5,4.54,0.14,34.0,34.0,16.0,0.22
77.11475,100,201.962481,0.86,7.0,77.11,0.08,92.0,4.39,18.89,4.6,14.22,0.07,103.9,32.0,3.25,0.36,50.0,42.0,0.0,0.22
61.012814,100,204.255226,0.83,1.0,61.01,0.15,85.0,4.07,26.27,3.06,23.13,0.08,58.98,14.09,7.41,0.45,57.0,0.0,28.0,0.23
81.07948,100,206.028359,0.88,7.0,81.08,0.06,94.0,3.39,18.6,3.72,14.81,0.07,64.19,21.04,3.65,0.17,36.0,41.0,17.0,0.22
51.78274,100,207.815023,0.87,13.0,51.78,0.2,80.0,11.1,25.55,7.61,17.85,0.09,49.84,27.94,3.66,0.24,29.0,11.0,40.0,0.22
66.31786,100,209.873749,0.85,17.0,66.32,0.12,88.0,1.85,27.3,2.28,24.91,0.11,36.96,26.17,2.41,0.45,9.0,11.0,68.0,0.21
54.301296,100,211.946573,0.84,1.0,54.3,0.2,80.0,2.45,18.02,2.48,15.47,0.07,77.75,17.41,3.04,0.19,37.0,29.0,14.0,0.23
65.67812,100,213.516953,0.89,3.0,65.68,0.14,86.0,2.17,18.57,2.63,15.86,0.08,20.34,14.72,2.16,0.36,39.0,47.0,0.0,0.22
52.263374,100,215.245049,0.8,5.0,52.26,0.2,80.0,2.99,24.11,2.98,21.02,0.11,71.0,16.42,2.57,0.49,0.0,21.0,59.0,0.23
53.735867,100,217.513271,0.85,3.0,53.74,0.2,80.0,1.48,19.71,1.71,17.93,0.08,44.9,16.6,2.76,0.35,11.0,53.0,16.0,0.21
73.626724,100,219.074408,0.86,15.0,73.63,0.09,91.0,10.59,22.99,7.55,15.38,0.05,79.47,31.0,3.72,0.42,57.0,34.0,0.0,0.24
66.684715,100,220.629292,0.82,9.0,66.68,0.11,89.0,5.75,31.39,5.81,25.51,0.07,57.87,26.55,3.81,0.11,34.0,35.0,20.0,0.23
57.719456,100,222.172513,-1.0,24.0,57.72,0.16,84.0,11.1,30.25,8.15,22.02,0.07,49.01,15.8,2.84,0.18,43.0,21.0,20.0,0.24
56.296978,100,224.147063,0.73,1.0,56.3,0.17,83.0,9.67,28.94,6.2,22.65,0.08,35.32,20.0,4.6,0.37,46.0,0.0,37.0,0.22
62.466682,100,225.90638,0.85,13.0,62.47,0.15,85.0,10.53,22.18,6.72,15.41,0.05,104.54,32.55,3.73,0.45,57.0,28.0,0.0,0.21
63.131077,100,227.692189,0.74,7.0,63.13,0.14,86.0,6.6,25.65,5.12,20.44,0.09,65.27,22.58,1.51,0.2,41.0,30.0,15.0,0.23
59.270138,100,229.748784,-1.0,24.0,59.27,0.16,84.0,9.75,25.84,6.25,19.5,0.09,65.67,25.15,3.93,0.33,54.0,12.0,18.0,0.22
73.292496,100,231.529607,0.84,7.0,73.29,0.09,91.0,8.27,23.87,6.65,17.14,0.07,45.83,19.04,3.87,0.49,67.0,24.0,0.0,0.23
51.444115,100,233.553022,0.79,1.0,51.44,0.2,80.0,10.82,26.56,8.03,18.48,0.05,116.24,34.68,2.57,0.55,66.0,14.0,0.0,0.23
71.20129,100,235.456329,0.87,1.0,71.2,0.11,89.0,2.36,19.26,2.84,16.36,0.06,57.73,21.55,2.4,0.41,55.0,34.0,0.0,0.23
61.841843,100,237.303038,0.83,13.0,61.84,0.15,85.0,7.71,23.94,5.02,18.85,0.07,84.54,36.3,2.97,0.24,47.0,22.0,16.0,0.27
61.66884,100,238.874497,0.88,15.0,61.67,0.15,85.0,5.18,24.43,5.15,19.22,0.05,70.07,26.82,3.41,0.45,57.0,28.0,0.0,0.24
61.88064,100,240.404978,0.73,23.0,61.88,0.14,86.0,4.86,29.12,5.23,23.81,0.08,46.16,32.11,2.45,0.22,43.0,14.0,29.0,0.24
60.10875,100,241.949743,0.79,5.0,60.11,0.15,85.0,9.29,28.81,5.98,22.73,0.11,63.79,32.24,2.78,0.5,21.0,0.0,64.0,0.23
58.949924,100,243.746824,0.82,13.0,58.95,0.16,84.0,4.08,26.75,4.27,22.4,0.07,69.04,28.0,2.41,0.52,65.0,0.0,19.0,0.23
59.53206,100,245.739253,0.74,13.0,59.53,0.16,84.0,3.56,25.09,3.55,21.48,0.06,81.75,27.25,5.89,0.44,65.0,9.0,10.0,0.23
60.525333,100,247.294988,0.94,7.0,60.53,0.16,84.0,6.92,22.27,4.89,17.29,0.09,32.33,16.75,2.89,0.17,34.0,36.0,14.0,0.23
45.86326,100,248.833358,0.68,19.0,45.86,0.22,78.0,11.41,32.06,7.57,24.41,0.08,79.47,34.3,2.55,0.44,52.0,0.0,26.0,0.22
54.52043,100,250.898899,0.82,13.0,54.52,0.18,82.0,7.37,28.63,5.67,22.9,0.06,61.24,32.24,3.88,0.37,36.0,46.0,0.0,0.23
68.29848,100,252.668469,0.87,13.0,68.3,0.12,88.0,7.41,21.92,5.55,16.32,0.05,69.86,27.76,3.83,0.38,38.0,50.0,0.0,0.22
57.581554,100,254.479327,0.85,13.0,57.58,0.18,82.0,1.4,19.71,1.6,18.02,0.08,89.63,38.32,2.5,0.15,34.0,16.0,32.0,0.23
66.87144,100,256.522701,-1.0,24.0,66.87,0.13,87.0,1.0,20.58,1.0,19.52,0.07,44.66,17.51,3.18,0.37,59.0,17.0,11.0,0.27
82.73623,100,258.736711,0.86,19.0,82.74,0.04,96.0,5.44,24.06,5.47,18.52,0.07,37.36,9.08,2.78,0.37,43.0,53.0,0.0,0.23
